Mapped 'مدين مصري' to debitEgp at column index 18
Parsed NUMERIC/FORMULA for col 18 row 42 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 42 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 43 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 43 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 43 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 43 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 44 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 44 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 44 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 44 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 45 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 45 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 45 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 45 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 46 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 46 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 46 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 46 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 47 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 47 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 47 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 47 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 48 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 48 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 48 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 48 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 49 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 49 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 49 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 49 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 50 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 50 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 50 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 50 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 51 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 51 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 51 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 51 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 52 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 52 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 52 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 52 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 53 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 53 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 53 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 53 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 54 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 54 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 54 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 54 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 55 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 55 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 55 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 55 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 56 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 56 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 56 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 56 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 57 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 57 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 57 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 57 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 58 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 58 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 58 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 58 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 59 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 59 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 59 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 59 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 60 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 60 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 60 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 60 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 61 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 61 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 61 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 61 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 62 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 62 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 62 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 62 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 63 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 63 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 63 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 63 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 64 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 64 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 64 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 64 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 65 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 65 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 65 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 65 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 66 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 66 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 66 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 66 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 67 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 67 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 67 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 67 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 68 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 68 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 68 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 68 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 69 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 69 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 69 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 69 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 70 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 70 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 70 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 70 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 71 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 71 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 71 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 71 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 72 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 72 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 72 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 72 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 73 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 73 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 73 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 73 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 74 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 74 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 74 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 74 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 75 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 75 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 75 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 75 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 76 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 76 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 76 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 76 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 77 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 77 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 77 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 77 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 78 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 78 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 78 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 78 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 79 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 79 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 79 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 79 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 80 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 80 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 80 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 80 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 81 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 81 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 81 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 81 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 82 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 82 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 82 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 82 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 83 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 83 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 83 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 83 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 84 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 84 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 84 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 84 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 85 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 85 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 85 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 85 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 86 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 86 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 86 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 86 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 87 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 87 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 87 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 87 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 88 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 88 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 88 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 88 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 89 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 89 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 89 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 89 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 90 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 90 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 90 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 90 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 91 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 91 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 91 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 91 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 92 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 92 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 92 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 92 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 93 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 93 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 93 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 93 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 94 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 94 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 94 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 94 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 95 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 95 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 95 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 95 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 96 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 96 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 96 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 96 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 97 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 97 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 97 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 97 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 98 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 98 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 98 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 98 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 99 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 99 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 99 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 99 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 100 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 100 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 100 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 100 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 101 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 101 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 101 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 101 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 102 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 102 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 102 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 102 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 103 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 103 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 103 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 103 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 104 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 104 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 104 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 104 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 105 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 105 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 105 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 105 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 106 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 106 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 106 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 106 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 107 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 107 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 107 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 107 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 108 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 108 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 108 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 108 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 109 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 109 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 109 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 109 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 110 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 110 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 110 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 110 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 111 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 111 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 111 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 111 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 112 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 112 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 112 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 112 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 113 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 113 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 113 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 113 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 114 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 114 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 114 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 114 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 115 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 115 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 115 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 115 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 116 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 116 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 116 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 116 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 117 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 117 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 117 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 117 -> 0.0
Mapped 'مدين مصري' to debitEgp at column index 18
Parsed NUMERIC/FORMULA for col 16 row 1 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 1 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 1 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 1 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 2 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 2 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 2 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 2 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 3 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 3 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 3 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 3 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 4 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 4 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 4 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 4 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 5 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 5 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 5 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 5 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 6 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 6 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 6 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 6 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 7 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 7 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 7 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 7 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 8 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 8 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 8 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 8 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 9 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 9 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 9 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 9 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 10 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 10 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 10 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 10 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 11 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 11 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 11 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 11 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 12 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 12 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 12 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 12 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 13 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 13 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 13 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 13 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 14 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 14 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 14 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 14 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 15 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 15 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 15 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 15 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 16 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 16 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 16 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 16 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 17 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 17 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 17 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 17 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 18 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 18 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 18 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 18 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 19 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 19 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 19 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 19 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 20 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 20 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 20 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 20 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 21 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 21 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 21 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 21 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 22 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 22 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 22 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 22 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 23 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 23 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 23 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 23 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 24 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 24 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 24 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 24 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 25 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 25 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 25 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 25 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 26 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 26 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 26 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 26 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 27 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 27 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 27 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 27 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 28 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 28 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 28 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 28 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 29 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 29 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 29 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 29 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 30 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 30 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 30 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 30 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 31 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 31 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 31 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 31 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 32 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 32 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 32 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 32 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 33 -> 0.0
Parsed NUMERIC/FORMULA for col 17 row 33 -> 0.0
Parsed NUMERIC/FORMULA for col 18 row 33 -> 0.0
Parsed NUMERIC/FORMULA for col 19 row 33 -> 0.0
Parsed NUMERIC/FORMULA for col 16 row 34 -> 0.0
